Scenario,Month,Precip,SnowDelta,ResDelta,SoilDelta,Act EvapoTrans,Ag Irrigation,Muni & Domest,Environmental Flows,Outflow Willamette,Ag Irrig Consumed,Muni & Domest Consumed
Simulated Historical (,Ann,161.812866755,1.11022302463e-16,-0.0441305065379,23.7181830003,39.345130815,1.05927364831,1.03485075247,14.8153863371,98.7051318734,0.792944324816,0.13728413159
Simulated Historical (,Oct,12.8984984516,-0.0391704011569,-1.89101557369,9.66005379,2.10992954797,0.017305054751,0.0786779613778,1.72826970936,3.05870108847,0.0129787910633,0.00521629771774
Simulated Historical (,Nov,25.3664468756,0.182319470605,-1.44889308802,19.2428488158,1.43165800085,0.0,0.0703322918774,0.0,5.95851367643,0.0,1.9035824637e-05
Simulated Historical (,Dec,26.8602593092,2.06606662686,-0.170943052759,10.6957162823,1.25614245576,0.0,0.0733878201834,0.0,13.013276997,0.0,0.0
Simulated Historical (,Jan,22.1743444461,2.15041152542,-0.00977314201423,2.83836048187,1.37695429102,0.0,0.0736582169931,0.0,15.8183912898,0.0,0.0
Simulated Historical (,Feb,18.2334165892,1.24777330508,1.55760925279,0.860388211097,1.69671763542,0.000318994693494,0.0664500806934,0.0,12.8709281848,0.000239246020121,0.0
Simulated Historical (,Mar,17.2128083024,0.107569881356,1.57212620309,-0.0954901426659,2.68517970508,0.0193386379129,0.0738089443564,0.0,12.9434226556,0.0145039784347,9.58703392298e-05
Simulated Historical (,Apr,12.8168805514,-0.290949830508,1.200567683,-2.91664187701,3.76246948475,0.0818262420728,0.0741410319066,3.41292118321,11.0614350912,0.0613696815546,0.00224772282296
Simulated Historical (,May,10.5222928455,-1.78355071186,0.827298937164,-2.37012204255,5.32921827627,0.174294545128,0.0868927166493,2.9627480732,8.51944838648,0.130720908846,0.0100102690925
Simulated Historical (,Jun,6.17185286156,-1.78404337288,0.230404834807,-5.05654044381,6.36197033898,0.281859085845,0.0987129723828,2.01631466093,6.42006150446,0.211394314383,0.021273679724
Simulated Historical (,Jul,1.81822062851,-1.30678276949,-0.0800636150804,-7.38005872844,6.47061511186,0.291025732655,0.123313578144,1.4813740366,4.11451062965,0.218269299491,0.0392918260517
Simulated Historical (,Aug,2.23239712132,-0.434584901329,-0.364748346103,-3.69658313498,4.19468797966,0.151660771145,0.119875778988,1.49371882024,2.53362552407,0.113745578359,0.0381860062273
Simulated Historical (,Sep,5.21608333102,-0.1150588221,-1.46670059972,1.93625178863,2.6517130339,0.0396300355522,0.0955993589145,1.67066071905,2.20987793031,0.0297225266641,0.02094342379
2070 - 2100 Reference ,Ann,172.18263363,-1.18828558104e-16,-0.0454282890774,21.5623135727,37.1884645439,1.09019012253,3.66721650475e-09,14.8153863371,113.442606177,0.81615494631,0.298468987886
2070 - 2100 Reference ,Oct,10.3579570478,-6.76091333333e-09,-1.65541718337,7.08206824659,2.01111611833,0.0201490665728,0.169384279008,1.72826970936,2.92018987306,0.0151117999296,0.0112300693536
2070 - 2100 Reference ,Nov,28.2620556666,0.0138786309383,-1.06217774002,21.5434638934,1.26531773667,0.0,0.151417065285,0.0,6.50157314565,0.0,4.09818761619e-05
2070 - 2100 Reference ,Dec,34.2390089508,0.51558758913,0.206781117981,13.6412495121,1.19540119533,0.0,0.158047589844,0.0,18.6799895362,0.0,0.0
2070 - 2100 Reference ,Jan,23.5947849812,0.556252513333,-0.155460935719,0.210303222596,1.341392436,0.0,0.160202084413,0.0,21.642297745,0.0,0.0
2070 - 2100 Reference ,Feb,16.0946773996,0.45045795,1.29487555934,-1.89491736946,1.57106802667,0.000583999686368,0.144524814437,0.0,14.6731932331,0.000437999764776,0.0
2070 - 2100 Reference ,Mar,21.7722903382,0.188269226667,1.84660488,3.31747823413,2.39175122667,0.0311995824156,0.16052992701,0.0,14.0281867707,0.0233996868117,0.000208512173081
2070 - 2100 Reference ,Apr,13.3407846003,-0.331083706667,1.36345785278,-4.19726687345,3.38069175333,0.100721560019,0.161252197522,3.41292118321,13.1249855743,0.0755411700139,0.00488865883064
2070 - 2100 Reference ,May,8.55475631084,-0.669458403333,0.587349526437,-5.32177996735,5.08528209667,0.231694516353,0.18898622364,2.9627480732,8.87336305842,0.173770887265,0.0217717083264
2070 - 2100 Reference ,Jun,5.19834863324,-0.502482339316,-0.0882939584625,-5.99201846504,5.99834817,0.311046686432,0.214694582909,2.01631466093,5.78279522606,0.233285014824,0.0462689325106
