Scenario,Month,Precip,SnowDelta,ResDelta,SoilDelta,Act EvapoTrans,Ag Irrigation,Muni & Domest,Environmental Flows,Outflow Willamette,Ag Irrig Consumed,Muni & Domest Consumed
Simulated Historical (,Ann,161.812866755,6.24500451352e-16,-0.0303535396229,1.96009353176,49.5256373983,1.64754177992,1.11673655163,14.8153863371,110.250974518,1.23333093953,0.130263773974
Simulated Historical (,Oct,12.8984984516,-0.00821162546831,-2.2120607133,7.97396553739,2.72559887102,0.0287932643978,0.0918041621562,1.72826970936,4.41920638196,0.0215949482983,0.00557496536875
Simulated Historical (,Nov,25.3664468756,0.203459552442,-1.72502165259,16.7169467924,1.71791339678,0.0,0.0834496050321,0.0,8.45314878664,0.0,0.0
Simulated Historical (,Dec,26.8602593092,2.05704819227,-0.185588473412,9.82953801054,1.44379788949,0.0,0.0830311842983,0.0,13.7154636903,0.0,0.0
Simulated Historical (,Jan,22.1743444461,2.51031762712,0.0156102864021,2.40099117641,1.60064775983,0.0,0.0828960612602,0.0,15.6467775963,0.0,0.0
Simulated Historical (,Feb,18.2334165892,1.62267664407,1.62429049631,-0.055906776041,1.98499498475,0.0014736133264,0.0776895908633,0.0,13.0573612401,0.0011052099948,0.0
Simulated Historical (,Mar,17.2128083024,0.260342694915,1.67473875954,-1.33171582815,3.17438697119,0.0724162360832,0.0913806698116,0.0,13.435055705,0.0543121770624,0.000136294214954
Simulated Historical (,Apr,12.8168805514,-0.333016711864,1.38139663607,-3.92659567298,4.46831448644,0.169018925196,0.0946446327043,3.41292118321,11.2267818138,0.126764193897,0.00299745449338
Simulated Historical (,May,10.5222928455,-2.34164666102,0.966135254031,-4.18655456524,6.47976368475,0.291841628104,0.103404741015,2.9627480732,9.60459513299,0.218881221078,0.0121548169714
Simulated Historical (,Jun,6.17185286156,-2.20471636949,0.228577800742,-7.54079106019,7.9482206661,0.41743678664,0.103259850597,2.01631466093,7.74056182439,0.31307758998,0.0223981217129
Simulated Historical (,Jul,1.81822062851,-1.32699030766,0.0247167545447,-10.9872809391,8.78641081695,0.392509352274,0.106775694463,1.4813740366,5.32136430375,0.294382014206,0.0341077408568
Simulated Historical (,Aug,2.23239712132,-0.36788354308,-0.0660962867535,-6.51742975185,5.68705972203,0.209862014056,0.103556207375,1.49371882024,3.49674698097,0.157396510542,0.0326340272505
Simulated Historical (,Sep,5.21608333102,-0.0713794922324,-1.7570524012,-0.415073391411,3.49105683559,0.0610894326347,0.0948441520565,1.67066071905,3.96853178027,0.045817074476,0.020260353105
2070 - 2100 Reference ,Ann,172.18263363,4.83283118385e-17,-0.00159864842511,1.20059607611,45.9787508257,1.17823909692,2.2518948328,14.8153863371,124.946690306,0.882013536456,0.280268415431
2070 - 2100 Reference ,Oct,10.3579570478,3.91025740213e-05,-2.22944545419,5.81805437914,2.50729340767,0.0213586737219,0.195113696727,1.72826970936,4.26201561266,0.0160190052914,0.0118519864916
2070 - 2100 Reference ,Nov,28.2620556666,0.0565762987928,-1.73125289168,19.2304708064,1.46869337033,0.0,0.177103943601,0.0,9.23756808279,0.0,0.0
